AllowedLocations,AmmoID,BattleValue,BonusValueA,BonusValueB,Capacity,ComponentSubType,ComponentTags.items,ComponentTags.tagSetSourceFile,ComponentType,CriticalComponent,Custom.BonusDescriptions,Custom.Category,Custom.Flags,Custom.InventorySorter,Description.Cost,Description.Details,Description.Icon,Description.Id,Description.Manufacturer,Description.Model,Description.Name,Description.Purchasable,Description.Rarity,Description.UIName,DisallowedLocations,InventorySize,PrefabIdentifier,Tonnage,statusEffects,Custom.ComponentExplosion,Custom.Lootable,Custom.VolatileAmmo,Custom.TRGBColor,CanExplode,Custom.ColorChangeRule,Custom.RequiredCategory,Custom.Tag
All,Ammunition_LRM_Chaff,0,,,60,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""Dueppel"",""ImpAccuracy: 1"",""ImpSight: -10%"",""ImpSensors: -40%"",""LRMDamage: -75%"",""MissileHP: 2"",""LRMAmmo: 60""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}",10000,"Based on one of the most Ancient Electronic Countermeasures, these rockets carry a payload of Chaff and release a blinding strobe light on detonation to fool any and all kinds of Sensors. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_Chaff_LRM_half,Generic,Chaff LRM,LRM Chaff Ammo,true,5,Ammo LRM Chaff,All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":2,""StabilityDamagePerAmmo"":1}",,,"{""Color"":""#ECD26A"",""SkipText"":true}",,,,
All,Ammunition_LRM_Clearance,0,,,120,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""LRMDamage: -75%"",""AreaOfEffect: 40"",""AreaOfEffectDmg: 1"",""MineClearanceBoom: 2"",""ScatterRadius: 15, 120"",""NoAA"",""MissileHP: 2"",""LRMAmmo: 120""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}",30000,"When fired, the Mine Clearance Missiles generate a large amount of overpressure above the suspected minefield. This overpressure simulates the weight of a BattleMech or combat vehicle and causes the mines to detonate. This clears the minefield, allowing friendly forces to pour through the gap. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_Clearance_LRM,Generic,LRM,LRM Ammo,true,5,Ammo LRM Mine Clearance,All,1,,1,[],"{""ExplosionDamagePerAmmo"":2,""StabilityDamagePerAmmo"":1}",,,,,,,
All,Ammunition_LRM_Deadfire,0,+50% Dmg&Stab|-50% Range|,-4Indirect Accuracy.,120,Ammunition,"[""component_type_variant"",""component_type_variant1""]",,AmmunitionBox,false,"{""Bonuses"":[""LRMDamage: +50%"",""StabDamage: +1"",""Range: -33%"",""MinRange: -90"",""WpnAccuracy: -2"",""MissileHP: 3"",""NoIndirect"",""Deadfire: 25%"",""LRMAmmo: 120""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}",30000,"Deadfire LRM's trade any advanced guidance system, reducing range and accuracy, for a bigger payload and reduced minimum range. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_Deadfire_LRM,Generic,LRM DF,LRM Deadfire Ammo,true,5,Ammo LRM DF,All,1,,1,[],"{""ExplosionDamagePerAmmo"":6,""StabilityDamagePerAmmo"":2}",,,"{""Color"":""#7F1D37"",""SkipText"":true}",,,,
All,Ammunition_LRM_Deadfire,0,+50% Dmg&Stab|-50% Range|,-4Indirect Accuracy.,60,Ammunition,"[""component_type_variant"",""component_type_variant1""]",,AmmunitionBox,false,"{""Bonuses"":[""LRMDamage: +50%"",""StabDamage: +1"",""Range: -33%"",""MinRange: -90"",""WpnAccuracy: -2"",""MissileHP: 3"",""NoIndirect"",""Deadfire: 25%"",""LRMAmmo: 60""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}",20000,"Deadfire LRM's trade any advanced guidance system, reducing range and accuracy, for a bigger payload and reduced minimum range. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_Deadfire_LRM_half,Generic,LRM DF,LRM Deadfire Ammo,true,6,Ammo LRM DF [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":6,""StabilityDamagePerAmmo"":2}",,,"{""Color"":""#7F1D37"",""SkipText"":true}",,,,
All,Ammunition_LRM_ER,0,-25% Damage|,+30% Range.,120,Ammunition,"[""component_type_variant"",""component_type_variant1""]",,AmmunitionBox,false,"{""Bonuses"":[""DmgFallOff: 50%"",""Range: +30%"",""MinRange: +90"",""MissileHP: 2"",""LRMAmmo: 120""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}",40000,"Extreme Range LRM Ammo utilizes more advanced flight computers and stabilizer to drastically increase their range. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_ER_LRM,Generic,LRM ER,LRM ER Ammo,true,5,Ammo LRM ER,All,1,,1,[],"{""ExplosionDamagePerAmmo"":3,""StabilityDamagePerAmmo"":1}",,,"{""Color"":""#FF6F00"",""SkipText"":true}",,,,
All,Ammunition_LRM_ER,0,-25% Damage|,+30% Range.,60,Ammunition,"[""component_type_variant"",""component_type_variant1""]",,AmmunitionBox,false,"{""Bonuses"":[""DmgFallOff: 50%"",""Range: +30%"",""MinRange: +90"",""MissileHP: 2"",""LRMAmmo: 60""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}",24000,"Extreme Range LRM Ammo utilizes more advanced flight computers and stabilizer to drastically increase their range. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_ER_LRM_half,Generic,LRM ER,LRM ER Ammo,true,6,Ammo LRM ER [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":3,""StabilityDamagePerAmmo"":1}",,,"{""Color"":""#FF6F00"",""SkipText"":true}",,,,
All,Ammunition_LRM_FTL,0,,,120,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""FTLLRM"",""ArtemisClustering: +50"",""MissileHP: 2"",""LRMAmmo: 120""]}","[{""CategoryID"":""a/m/l/lrm""},{""CategoryID"":""FTLMissile""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}",20000,"The Follow The Leader Warhead (FTL) was developed during the Star League era, this alternate munition for LRM launchers functions like a standard LRM flight in every way except one: When a target is hit, every missile in the flight will hit. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_FTL_LRM,Generic,LRM,LRM Ammo,true,5,Ammo LRM FTL,All,1,,1,[],"{""ExplosionDamagePerAmmo"":4,""StabilityDamagePerAmmo"":1}",,,"{""Color"":""#00FFFF"",""SkipText"":true}",,,,
All,Ammunition_LRM_FTL,0,,,60,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""FTLLRM"",""ArtemisClustering: +50"",""MissileHP: 2"",""LRMAmmo: 60""]}","[{""CategoryID"":""a/m/l/lrm""},{""CategoryID"":""FTLMissile""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}",12000,"The Follow The Leader Warhead (FTL) was developed during the Star League era, this alternate munition for LRM launchers functions like a standard LRM flight in every way except one: When a target is hit, every missile in the flight will hit. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_FTL_LRM_half,Generic,LRM,LRM Ammo,true,6,Ammo LRM FTL [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":4,""StabilityDamagePerAmmo"":1}",,,"{""Color"":""#00FFFF"",""SkipText"":true}",,,,
All,Ammunition_LRM,0,,,120,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""MissileHP: 2"",""LRMAmmo: 120""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}",20000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_Generic_LRM,Generic,LRM,LRM Ammo,true,1,Ammo LRM,All,1,,1,[],"{""ExplosionDamagePerAmmo"":4,""StabilityDamagePerAmmo"":1}",,,,,,,
All,Ammunition_LRM,0,,,290,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""Doubled"",""MissileHP: 2"",""LRMAmmo: 290""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}",60000,"Doubled Ammo Bins replace one ammo bins feeding and storing mechanism to fit 25% more shots into one location. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_Generic_LRM_double,Generic,LRM,LRM Ammo,true,5,Ammo LRM [DBL],All,2,,2,[],"{""ExplosionDamagePerAmmo"":4,""StabilityDamagePerAmmo"":1}",,,,,,,
All,Ammunition_LRM,0,,,60,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""MissileHP: 2"",""LRMAmmo: 60""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}",12000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_Generic_LRM_half,Generic,LRM,LRM Ammo,true,2,Ammo LRM [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":4,""StabilityDamagePerAmmo"":1}",,,,,,,
All,Ammunition_LRM_Hydra,0,-25%Dmg&Stab|,+1 Heat Dmg.,120,Ammunition,"[""component_type_variant"",""BLACKLISTED""]",,AmmunitionBox,false,"{""Bonuses"":[""WpnAccuracy: -2"",""LRMDamage: -75%"",""HeatDamage: 1"",""AreaOfEffect: 45"",""AreaOfEffectDmg: 1"",""AreaOfEffectHeatDmg: 1"",""AlwaysStartsFireAnywhere"",""Range: -33%"",""ScatterRadius: 15, 120"",""MissileHP: 1"",""VolatileAmmo"",""LRMAmmo: 120""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00008""}",460000,"This Ammo bin contains the infamous 'Hydra' Missiles from the deep periphery, carrying a volatile payload of a High Explosive and Incendiary Materials. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_Hydra_LRM,Typhon,LRM-H,LRM Hydra Ammo,true,5,LRM Hydra,All,1,,1,[],"{""ExplosionDamagePerAmmo"":3,""HeatDamagePerAmmo"":3,""StabilityDamagePerAmmo"":1}",,"{""damageWeighting"":1.4}","{""Color"":""#FF0000"",""SkipText"":true}",,,,
All,Ammunition_LRM_Hydra,0,-25%Dmg&Stab|,+1 Heat Dmg.,60,Ammunition,"[""component_type_variant"",""BLACKLISTED""]",,AmmunitionBox,false,"{""Bonuses"":[""WpnAccuracy: -2"",""LRMDamage: -75%"",""HeatDamage: 1"",""AreaOfEffect: 45"",""AreaOfEffectDmg: 1"",""AreaOfEffectHeatDmg: 1"",""AlwaysStartsFireAnywhere"",""Range: -33%"",""ScatterRadius: 15, 120"",""MissileHP: 1"",""VolatileAmmo"",""LRMAmmo: 60""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00008""}",230000,"This Ammo bin contains the infamous 'Hydra' Missiles from the deep periphery, carrying a volatile payload of a High Explosive and Incendiary Materials. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_Hydra_LRM_half,Typhon,LRM-H,LRM Hydra Ammo,true,5,Ammo LRM Hydra [HALF],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":3,""HeatDamagePerAmmo"":3,""StabilityDamagePerAmmo"":1}",,"{""damageWeighting"":1.1}","{""Color"":""#FF0000"",""SkipText"":true}",,,,
All,Ammunition_ILRM,0,-25%Dmg&Stab|,+1 Heat Dmg.,120,Ammunition,"[""component_type_variant"",""component_type_variant1""]",,AmmunitionBox,false,"{""Bonuses"":[""HeatDamage: +1"",""LRMDamage: -50%"",""MissileHP: 2"",""ILRMAmmo: 120"",""VolatileAmmo""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000040""}",60000,"Unlike Inferno Rounds, Incendiary Missile ammunition replaces parts of the explosive warhead with a cheaper non-gelled incendiary agent, one similar to phosphorous. While this effect is similar in principle to Inferno style rounds  the effect is heavily mitigated by atmospheric conditions. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_Incendiary_LRM,Generic,LRM-I,LRM Incendiary Ammo,true,5,Ammo LRM [INC],All,1,,1,[],"{""ExplosionDamagePerAmmo"":3,""HeatDamagePerAmmo"":1,""StabilityDamagePerAmmo"":1}",,"{""damageWeighting"":1}","{""Color"":""#565B5B"",""SkipText"":true}",,,,
All,Ammunition_ILRM,0,-25%Dmg&Stab|,+1 Heat Dmg.,60,Ammunition,"[""component_type_variant"",""component_type_variant1""]",,AmmunitionBox,false,"{""Bonuses"":[""HeatDamage: +1"",""LRMDamage: -50%"",""MissileHP: 2"",""ILRMAmmo: 60"",""VolatileAmmo""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000040""}",40000,"Unlike Inferno Rounds, Incendiary Missile ammunition replaces parts of the explosive warhead with a cheaper non-gelled incendiary agent, one similar to phosphorous. While this effect is similar in principle to Inferno style rounds  the effect is heavily mitigated by atmospheric conditions. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_Incendiary_LRM_half,Generic,LRM-I,LRM Incendiary Ammo,true,6,Ammo LRM [INC][Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":2,""HeatDamagePerAmmo"":1,""StabilityDamagePerAmmo"":1}",,"{""damageWeighting"":0.8}","{""Color"":""#565B5B"",""SkipText"":true}",,,,
All,Ammunition_LRM_Thunder_Inferno,0,,,120,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""LRMDamage: -90%"",""HeatDamage: +1"",""ThunderMines: 1"",""ThunderRadius: 1"",""ThunderChance: 35%"",""ThunderDamage: 1"",""ThunderHeatDamage: 3"",""WpnAccuracy: -5"",""Thunder"",""MissileHP: 1"",""NoAA"",""LRMAmmo: 120"",""VolatileAmmo""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}",50000,"Each Thunder LRM missile contains five small but powerful anti-vehicle and anti-personnel mines which scatter out when fired, packing enough explosive force to damage the legs of many BattleMechs. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_InfernoThunder_LRM,Generic,LRM,LRM Ammo,true,5,Ammo LRM Thunder-I,All,1,,1,[],"{""ExplosionDamagePerAmmo"":1,""HeatDamagePerAmmo"":3,""StabilityDamagePerAmmo"":1}",,"{""damageWeighting"":1}","{""Color"":""#EC4794"",""SkipText"":true}",,,,
All,Ammunition_LRM_Thunder_Inferno,0,,,60,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""LRMDamage: -90%"",""HeatDamage: +1"",""ThunderMines: 1"",""ThunderRadius: 1"",""ThunderChance: 35%"",""ThunderDamage: 1"",""ThunderHeatDamage: 3"",""WpnAccuracy: -5"",""Thunder"",""MissileHP: 1"",""NoAA"",""LRMAmmo: 60"",""VolatileAmmo""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}",30000,"Each Thunder LRM missile contains five small but powerful anti-vehicle and anti-personnel mines which scatter out when fired, packing enough explosive force to damage the legs of many BattleMechs. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_InfernoThunder_LRM_half,Generic,LRM,LRM Ammo,true,6,Ammo LRM Thunder-I [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":1,""HeatDamagePerAmmo"":3,""StabilityDamagePerAmmo"":1}",,"{""damageWeighting"":0.8}","{""Color"":""#EC4794"",""SkipText"":true}",,,,
All,Ammunition_LRM_LK,0,,,120,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""WpnAccuracy: +1"",""ListenKill: 35%"",""MissileHP: 2"",""LRMAmmo: 120""]}","[{""CategoryID"":""a/m/l/lrm""},{""CategoryID"":""LKMissile""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}",60000,"Listen-Kill (aka L-K) missile technology is an upgrade to missiles to improve their accuracy. This is achieved through a small computer and homing device in the missile's head that allows it to home in on the electronic noise of a BattleMech or tank. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_ListenKill_LRM,Generic,LRM,LRM Ammo,true,5,Ammo LRM L-K,All,1,,1,[],"{""ExplosionDamagePerAmmo"":4,""StabilityDamagePerAmmo"":1}",,,"{""Color"":""#00BFFF"",""SkipText"":true}",,,,
All,Ammunition_LRM_LK,0,,,60,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""WpnAccuracy: +1"",""ListenKill: 35%"",""MissileHP: 2"",""LRMAmmo: 60""]}","[{""CategoryID"":""a/m/l/lrm""},{""CategoryID"":""LKMissile""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}",40000,"Listen-Kill (aka L-K) missile technology is an upgrade to missiles to improve their accuracy. This is achieved through a small computer and homing device in the missile's head that allows it to home in on the electronic noise of a BattleMech or tank. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_ListenKill_LRM_half,Generic,LRM,LRM Ammo,true,6,Ammo LRM L-K [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":4,""StabilityDamagePerAmmo"":1}",,,"{""Color"":""#00BFFF"",""SkipText"":true}",,,,
All,Ammunition_LRM_MagPulse,0,,,120,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""EMPDEBUFF: 1"",""EMPHEAT: 1%"",""HeatDamage: +1"",""LRMDamage: -70%"",""MissileHP: 2"",""LRMAmmo: 120""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}",20000,"Originally conceived as an electronics countermeasure attack against a targeted BattleMech's targeting and tracking systems, its designers quickly discovered that the prototype Magnetic Pulse Warhead also had the unintended side-effect of momentarily weakening the magnetic shielding of Fusion Engines, triggering a notable 'heat spike' before the engine's containment returned to normal.. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_MagPulse_LRM,Generic,LRM,LRM Ammo,true,1,Ammo LRM MagPulse,All,1,,1,[],"{""ExplosionDamagePerAmmo"":1,""HeatDamagePerAmmo"":2,""StabilityDamagePerAmmo"":1}",,,"{""Color"":""#ff0066"",""SkipText"":true}",,,,
All,Ammunition_LRM_MagPulse,0,,,60,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""EMPDEBUFF: 1"",""EMPHEAT: 1%"",""HeatDamage: +1"",""LRMDamage: -70%"",""MissileHP: 2"",""LRMAmmo: 60""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}",200000,"Originally conceived as an electronics countermeasure attack against a targeted BattleMech's targeting and tracking systems, its designers quickly discovered that the prototype Magnetic Pulse Warhead also had the unintended side-effect of momentarily weakening the magnetic shielding of Fusion Engines, triggering a notable 'heat spike' before the engine's containment returned to normal.. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_MagPulse_LRM_half,Generic,LRM,LRM Ammo,true,1,Ammo LRM MagPulse [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":1,""HeatDamagePerAmmo"":2,""StabilityDamagePerAmmo"":1}",,,"{""Color"":""#ff0066"",""SkipText"":true}",,,,
All,Ammunition_LRM_Narc,0,,,60,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""Narc: 1"",""LRMDamage: -75%"",""Painter: +1"",""PainterSensors: 5%"",""PainterVisibility: 5%"",""MissileHP: 1"",""LRMAmmo: 60""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}",20000,"Some pirate got their hands on a couple tons of NARC ammo but not their Launchers and decided to rebuild this Missile Rack to fire Missile's that stick to the target and send a low energy targeting signal to all friendly's. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_Narc_LRM,SumPunk,Narc LRM,LRM Narc Ammo,true,5,Ammo LRM Narc,All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":1,""StabilityDamagePerAmmo"":1}",,,"{""Color"":""#00FFFF"",""SkipText"":true}",,t0,,
All,Ammunition_LRM,0,,,90,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""Protected: 75%"",""MissileHP: 2"",""LRMAmmo: 90""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}",40000,"C.A.S.E. ammunition bins are designed with blast plates facing away from vital components on a mech. Once sensors have detected an ammunition explosion the plate nearest to the outside is jettisoned. Resulting in much of the explosive potential to expand towards the free space outside and away from the mech. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_Protected_LRM,CASE'd,LRM,LRM Ammo,true,5,Ammo LRM [SAFE],All,1,,1,[],"{""ExplosionDamagePerAmmo"":1,""StabilityDamagePerAmmo"":1}",,,,,,,
All,Ammunition_LRM_SAM,0,,,120,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""AccuracyUnit: VTOL"",""AccuracyUnit2: +4"",""Accuracy: -2"",""MissileHP: 2"",""LRMAmmo: 120""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}",20000,"A surface-to-air missile (SAM) is a missile designed to be launched from the ground to destroy aircraft or other missiles. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_SAM_LRM,Generic,LRM,LRM Ammo,true,1,Ammo LRM SAM,All,1,,1,[],"{""ExplosionDamagePerAmmo"":4,""StabilityDamagePerAmmo"":1}",,,,,,,
